Panelist,Genotype_Original,genotype,Unique_ID,rank,Moisture,Friability,FGME,Color,bG,SP,TP,KI,FAN,DP,aA
37,Rank_161_120.17,120.17,37_120.17,1,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
38,Rank_161_120.17,120.17,38_120.17,4,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
39,Rank_161_120.17,120.17,39_120.17,4,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
40,Rank_161_120.17,120.17,40_120.17,2,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
41,Rank_161_120.17,120.17,41_120.17,4,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
42,Rank_161_120.17,120.17,42_120.17,4,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
43,Rank_161_120.17,120.17,43_120.17,1,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
44,Rank_161_120.17,120.17,44_120.17,3,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
45,Rank_161_120.17,120.17,45_120.17,2,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
46,Rank_161_120.17,120.17,46_120.17,2,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
47,Rank_161_120.17,120.17,47_120.17,4,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
48,Rank_161_120.17,120.17,48_120.17,1,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
49,Rank_161_120.17,120.17,49_120.17,2,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
50,Rank_161_120.17,120.17,50_120.17,2,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
51,Rank_161_120.17,120.17,51_120.17,4,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
52,Rank_161_120.17,120.17,52_120.17,3,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
53,Rank_161_120.17,120.17,53_120.17,4,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
54,Rank_161_120.17,120.17,54_120.17,3,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
55,Rank_161_120.17,120.17,55_120.17,2,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
56,Rank_161_120.17,120.17,56_120.17,2,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
57,Rank_161_120.17,120.17,57_120.17,3,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
58,Rank_161_120.17,120.17,58_120.17,2,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
59,Rank_161_120.17,120.17,59_120.17,4,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
60,Rank_161_120.17,120.17,60_120.17,2,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
61,Rank_161_120.17,120.17,61_120.17,1,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
62,Rank_161_120.17,120.17,62_120.17,4,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
63,Rank_161_120.17,120.17,63_120.17,3,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
65,Rank_161_120.17,120.17,65_120.17,2,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
66,Rank_161_120.17,120.17,66_120.17,4,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
67,Rank_161_120.17,120.17,67_120.17,1,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
70,Rank_161_120.17,120.17,70_120.17,3,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
71,Rank_161_120.17,120.17,71_120.17,2,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
72,Rank_161_120.17,120.17,72_120.17,1,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
73,Rank_161_120.17,120.17,73_120.17,3,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
74,Rank_161_120.17,120.17,74_120.17,1,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
75,Rank_161_120.17,120.17,75_120.17,2,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
76,Rank_161_120.17,120.17,76_120.17,3,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
77,Rank_161_120.17,120.17,77_120.17,1,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
83,Rank_161_120.17,120.17,83_120.17,4,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
84,Rank_161_120.17,120.17,84_120.17,1,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
87,Rank_161_120.17,120.17,87_120.17,3,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
89,Rank_161_120.17,120.17,89_120.17,2,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
90,Rank_161_120.17,120.17,90_120.17,3,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
93,Rank_161_120.17,120.17,93_120.17,1,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
94,Rank_161_120.17,120.17,94_120.17,1,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
95,Rank_161_120.17,120.17,95_120.17,2,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
96,Rank_161_120.17,120.17,96_120.17,2,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
97,Rank_161_120.17,120.17,97_120.17,2,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
98,Rank_161_120.17,120.17,98_120.17,2,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
99,Rank_161_120.17,120.17,99_120.17,2,4.1,78.2,78.8,1.64,364,4.63,12.5,37,158,112,46.6
